Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1654618488012979200,1.822550416,-0.903464079,0.24216041
1654618488022911232,1.511590958,-2.097276449,0.109533623
1654618488032843264,1.460631371,-3.646588326,-0.288415343
1654618488042775296,1.095478892,-4.651963234,-0.845569372
1654618488052706304,0.45265305,-4.668460846,-1.288780928
1654618488062638336,-0.016890125,-4.013615608,-1.028639078
1654618488072570368,-0.623561144,-3.273299932,-0.399323672
1654618488082501376,-1.321694374,-1.36885798,0.050685063
1654618488092433152,-1.431084991,0.652635455,0.475290388
1654618488102365184,-1.103795648,1.747144938,0.790857792
1654618488112297216,-0.650068402,1.814280272,1.159460068
1654618488122228480,-0.127110019,1.240744829,1.533982396
1654618488132160512,0.397886932,0.20328933,1.972159982
1654618488142092288,0.87791431,-0.737415314,1.882295966
1654618488152024320,1.107542753,-1.472275972,1.636416078
1654618488161955328,1.077407718,-1.70737648,1.395271659
1654618488171887360,0.931481361,-1.395481467,1.166480303
1654618488181819392,0.777144492,-0.886886239,0.961290062
1654618488191750400,0.620218039,-0.477019638,0.895324588
1654618488201682432,0.559353173,-0.167631403,0.624407649
1654618488211614464,0.542788863,-0.068241961,0.346703619
1654618488221546496,0.666376829,-0.123205602,0.194703549
1654618488231477248,0.943751454,-0.224128738,0.078287199
1654618488241409280,1.165730476,-0.374535561,-0.087562054
1654618488251341312,1.230152249,-0.545071125,-0.228517041
1654618488261273344,1.201899648,-0.594288647,-0.337664932
1654618488271204352,1.092675447,-0.416205198,-0.425816625
1654618488281136384,0.886315107,-0.069715463,-0.469782829
1654618488291068416,0.644653201,0.281100333,-0.46285063
1654618488300999424,0.453163147,0.561026812,-0.369763315
1654618488310931456,0.225680724,0.621497393,-0.366773903
1654618488320863232,0.027900992,0.48444894,-0.313458324
1654618488330795264,-0.049080875,0.141673729,-0.256017923
1654618488340726272,0.030816242,-0.280141532,-0.213999853
1654618488350658304,0.22456333,-0.687039495,-0.179212317
1654618488360590336,0.452212989,-0.946359992,-0.184742212
1654618488370521344,0.614386737,-1.00707984,-0.185927048
1654618488380453376,0.659913778,-0.822499394,-0.14586471
1654618488390385408,0.596111894,-0.418372124,-0.09632352
1654618488400317440,0.435510397,0.014934585,-0.056142163
1654618488410248192,0.204802603,0.355823726,-0.04095602
1654618488420180224,-0.017022528,0.582466602,-0.061647154
1654618488430112256,-0.195089743,0.596173406,-0.103733353
1654618488440044288,-0.285133898,0.454276919,-0.153747469
1654618488449975296,-0.283671826,0.267283589,-0.251682013
1654618488459907328,-0.231915787,0.227497131,-0.438580036
1654618488469839360,-0.157947823,0.372536868,-0.584673822
1654618488479770368,-0.008687241,0.585269392,-0.484024912
1654618488489702144,0.029393831,0.745109379,-0.163876727
1654618488499634176,-0.281646222,0.758077085,0.198382452
1654618488509566208,-1.001197934,0.342289954,0.486885101
1654618488519497472,-1.920521975,-0.772532523,0.540970564
1654618488529429504,-2.556628704,-2.296493769,0.327140033
1654618488539361280,-2.55298996,-3.647866488,-0.054675892
1654618488549293312,-1.967375994,-3.917603493,-0.465394437
1654618488559224320,-1.151525855,-2.489719868,-0.393352211
1654618488569156352,-0.593719542,-0.164837912,0.113195136
1654618488579088384,-0.416408032,1.640032887,0.234206229
1654618488589019392,-0.439239055,2.331209183,-0.070494816
1654618488598951424,-0.38318038,2.140883207,-0.441777796
1654618488608883456,-0.189682812,1.41819036,-0.624587834
1654618488618815488,0.114177711,0.526135564,-0.58975029
1654618488628746240,0.521707118,-0.245538801,-0.431695968
1654618488638678272,0.964865148,-0.790423095,-0.29215616
1654618488648610304,1.309093118,-0.970586717,-0.200960472
1654618488658542336,1.426263928,-0.754093647,-0.121794187
1654618488668473344,1.243059516,-0.163333938,-0.096474186
1654618488678405376,0.892698467,0.603463531,-0.147795141
1654618488688337408,0.533261418,1.336788535,-0.261834621
1654618488698268416,0.292939454,1.871305823,-0.356277853
1654618488708200192,0.203977361,2.086952209,-0.391764492
1654618488718132224,0.266531527,2.017241716,-0.37900728
1654618488728064256,0.428521782,1.76935184,-0.291969061
1654618488737995264,0.663643479,1.490638733,-0.093478464
