Time (s),X (µT),Y (µT),Z (µT)
1654618489959598336,5.283432007,-0.990272522,-27.42156982
1654618489969530112,5.258636475,-0.954879761,-27.6348877
1654618489979461120,5.445831299,-1.070602417,-27.4887085
1654618489989393152,5.566360474,-0.942848206,-27.42816162
1654618489999325184,5.536254883,-0.899337769,-27.40966797
1654618490009257216,5.662124634,-0.53049469,-27.57421875
1654618490019188224,5.618118286,-0.320297241,-27.76940918
1654618490029120256,5.603912354,-0.123039246,-27.36999512
1654618490039052288,5.902511597,0.015716553,-27.8815918
1654618490048983040,6.349197388,0.475021362,-27.87731934
1654618490058915072,6.299468994,0.815757752,-28.27618408
1654618490068847104,6.50920105,1.089202881,-27.95977783
1654618490078779136,6.70753479,0.987976074,-28.35137939
1654618490088710400,6.911346436,0.942810059,-27.7713623
1654618490098642176,7.239181519,1.406044006,-27.98706055
1654618490108574208,7.105499268,1.788253784,-28.47149658
1654618490118506240,7.184417725,2.34072876,-28.73730469
1654618490128437248,6.828735352,2.913406372,-29.0413208
1654618490138369280,6.406585693,3.239578247,-28.71508789
1654618490148301056,6.26449585,3.88079834,-28.72027588
1654618490158233088,6.510269165,4.162010193,-29.07318115
1654618490168164352,6.855453491,4.424331665,-28.74188232
1654618490178096384,6.824981689,4.304718018,-28.28198242
1654618490188028160,7.356445312,4.177772522,-28.33447266
1654618490197960192,7.144790649,3.819114685,-28.32043457
1654618490207891200,6.895843506,3.458557129,-28.5614624
1654618490217823232,6.674102783,3.10912323,-28.70336914
1654618490227755264,6.223648071,2.731147766,-28.17114258
1654618490237686272,6.094116211,2.54132843,-28.34411621
1654618490247618304,6.163925171,2.272193909,-28.39007568
1654618490257550336,6.00730896,1.843109131,-28.04125977
1654618490267482368,6.028106689,1.591186523,-28.08233643
1654618490277413120,5.892089844,1.213760376,-27.95831299
1654618490287345152,5.942901611,1.096473694,-27.5949707
1654618490297277184,5.533447266,0.882858276,-27.30072021
1654618490307209216,5.746078491,0.921913147,-26.78015137
1654618490317140224,5.524337769,0.654441834,-26.32818604
1654618490327072256,5.448410034,0.419059753,-26.62805176
1654618490337004288,5.840087891,0.480072022,-26.59832764
1654618490346936320,6.066055298,0.320281982,-26.54431152
1654618490356867328,6.097503662,0.306236267,-26.47436523
1654618490366799104,5.886520386,0.189300537,-26.29455566
1654618490376731136,5.796829224,0.019615173,-26.58099365
1654618490386662144,5.659164429,-0.007019043,-27.19476318
1654618490396594176,5.714660645,0.321434021,-26.72167969
1654618490406526208,5.636779785,0.358360291,-26.48980713
1654618490416458240,5.382476807,0.663780212,-26.34246826
1654618490426389248,5.572814941,0.740592957,-26.54919434
1654618490436321280,5.642318726,0.447212219,-26.48443604
1654618490446253312,5.540237427,0.343399048,-25.92852783
1654618490456185088,5.430328369,0.292762756,-26.39007568
1654618490466116096,5.30456543,0.278900147,-26.46105957
1654618490476048128,5.331512451,0.426170349,-26.53424072
1654618490485980160,5.35319519,0.218429565,-26.61254883
1654618490495912192,5.366790771,0.135528565,-26.57965088
1654618490505843200,5.358642578,0.3828125,-26.6998291
1654618490515775232,5.402191162,0.467605591,-26.35992432
1654618490525707264,5.269805908,0.506202698,-26.93249512
1654618490535639296,5.408081055,0.329071045,-27.01647949
1654618490545570048,5.298431396,0.685897827,-27.04937744
1654618490555502080,5.391220093,0.595703125,-27.54803467
1654618490565434112,5.477218628,0.896751404,-27.73388672
1654618490575366144,5.443359375,0.840087891,-27.84521484
1654618490585297152,5.813934326,1.01020813,-27.78210449
1654618490595229184,5.766433716,1.526069641,-28.11791992
1654618490605161216,5.767181396,1.478675842,-28.04736328
1654618490615092224,5.991455078,1.665939331,-28.17205811
1654618490625024256,6.075714111,1.642791748,-28.31158447
1654618490634956032,6.094833374,1.683929443,-28.50201416
1654618490644888064,6.484008789,1.926826477,-28.90545654
1654618490654819328,6.232940674,1.973960876,-29.17114258
1654618490664751360,6.195007324,2.469314575,-29.29632568
1654618490674683136,6.049362183,3.429756165,-29.63543701
1654618490684615168,5.925643921,4.449508667,-29.25256348
1654618490694546176,5.471389771,5.270149231,-29.38061523
1654618490704478208,5.363357544,5.000610352,-29.03179932
1654618490714410240,5.307144165,4.877616882,-29.10412598
1654618490724342016,5.246032715,4.546440125,-29.61584473
