Time (s),X (hPa)
1654618661311542528,1010.80719
1654618662313184512,1010.807266
1654618663315198464,1010.80719
1654618664316972544,1010.806351
1654618665319024640,1010.806351
1654618666320663552,1010.80986
1654618667322286592,1010.810547
1654618668324103680,1010.810928
1654618669326273536,1010.812836
1654618670328155392,1010.812836
1654618671329768448,1010.814514
1654618672331713536,1010.814514
1654618673333755392,1010.815735
1654618674335728384,1010.816269
1654618675337501440,1010.816269
1654618676339886336,1010.811539
1654618677341728512,1010.809402
1654618678343903488,1010.809402
1654618679346888448,1010.810547
1654618680348707328,1010.811691
1654618681350420480,1010.816803
1654618682352518656,1010.817413
1654618683354551552,1010.817947
1654618684355702528,1010.818024
1654618685357956352,1010.822754
1654618686359816448,1010.823135
1654618687362148608,1010.829086
1654618688363421440,1010.829315
1654618689365095680,1010.830994
1654618690367167488,1010.83107
1654618691368939520,1010.83107
1654618692370888448,1010.83107
1654618693373135616,1010.831451
1654618694374626304,1010.831451
1654618695376504320,1010.829697
1654618696378525440,1010.828705
1654618697380762624,1010.82756
1654618698382479360,1010.826416
1654618699384526592,1010.821686
1654618700386452480,1010.820312
1654618701388118528,1010.818634
1654618702389990656,1010.814285
1654618703392194560,1010.808716
1654618704394076672,1010.804596
1654618705395682560,1010.801239
1654618706397906432,1010.801163
1654618707399599616,1010.800934
1654618708401748480,1010.800095
1654618709403478272,1010.799789
1654618710405578496,1010.799789
1654618711407439360,1010.794907
1654618712409133312,1010.791245
1654618713411028480,1010.789566
1654618714412851456,1010.788651
1654618715415078400,1010.788651
1654618716416516608,1010.793304
1654618717418444288,1010.793304
1654618718420448512,1010.791473
1654618719422283520,1010.790939
1654618720424399616,1010.787277
1654618721426148352,1010.786667
1654618722428302592,1010.783844
1654618723429821440,1010.781403
1654618724431716352,1010.781403
1654618725433565696,1010.78064
1654618726436132352,1010.777054
1654618727437612544,1010.776443
1654618728439365376,1010.777054
1654618729441637632,1010.77713
1654618730443258624,1010.77858
1654618731445705472,1010.781784
1654618732447500544,1010.787659
1654618733449289472,1010.787659
1654618734451385600,1010.785294
1654618735453461504,1010.782928
1654618736455574528,1010.782089
1654618737457579520,1010.778427
1654618738459599616,1010.778427
1654618739461391360,1010.780716
1654618740463228416,1010.784683
1654618741465259520,1010.785141
1654618742466967552,1010.787125
1654618743468827392,1010.790634
1654618744470497536,1010.797043
1654618745472671488,1010.798874
1654618746474912512,1010.805817
1654618747476854528,1010.814056
1654618748479669504,1010.81604
1654618749482315520,1010.81604
1654618750484030464,1010.81604
1654618751485899520,1010.815353
1654618752487617536,1010.810089
1654618753489522432,1010.80925
1654618754491244544,1010.807343
1654618755493242624,1010.807266
1654618756495027456,1010.803452
1654618757497052416,1010.802841
1654618758499482368,1010.802994
1654618759500742400,1010.802765
1654618760502631424,1010.794983
1654618761504481536,1010.793381
1654618762506406656,1010.79216
1654618763508237568,1010.789337
1654618764509902592,1010.789337
1654618765512521472,1010.800247
1654618766513987584,1010.800247
1654618767515946496,1010.800934
1654618768517628416,1010.802002
1654618769519485440,1010.80246
1654618770521668352,1010.804672
1654618771523165440,1010.804672
1654618772525111552,1010.805283
1654618773527102464,1010.807037
1654618774529265408,1010.809937
1654618775531150592,1010.817032
1654618776532797696,1010.819473
1654618777534849280,1010.819473
1654618778536720640,1010.817871
1654618779538538496,1010.817719
1654618780540674560,1010.817261
1654618781542069504,1010.815277
1654618782544004352,1010.813293
1654618783546252544,1010.811386
1654618784548307456,1010.807343
1654618785550054656,1010.80513
1654618786551910400,1010.799408
1654618787553942528,1010.793915
1654618788556046592,1010.793686
1654618789557464576,1010.793686
