Time (s);X (hPa)
-0,562641958;1011,241684
0,439397042;1011,262054
1,441477042;1011,266632
2,444591042;1011,276855
3,446482042;1011,276855
4,448283042;1011,289215
4,997313042;1011,296082
5,999472042;1011,30249
7,001152042;1011,30249
8,003140042;1011,302719
9,004968042;1011,302719
10,00689104;1011,292953
11,00858104;1011,290131
12,01078004;1011,290131
13,01271504;1011,290131
14,01461204;1011,31897
15,01654704;1011,326447
16,01884404;1011,333389
17,02080604;1011,336365
18,02269904;1011,350555
19,02465204;1011,353531
20,02655104;1011,370773
21,02839604;1011,382828
22,03018704;1011,386642
23,03231704;1011,388168
24,03400304;1011,386642
25,03567804;1011,382141
26,03777104;1011,368256
27,03941404;1011,366119
28,04190304;1011,360855
29,04400004;1011,360855
30,04608504;1011,36261
31,04778904;1011,364746
32,04940904;1011,365433
33,05182104;1011,369781
34,05362304;1011,370087
35,05553104;1011,370087
36,05740904;1011,366119
37,05944904;1011,353607
38,06126704;1011,349869
39,06303904;1011,348648
40,06511804;1011,347885
41,06785004;1011,347885
42,06961204;1011,351624
43,07142904;1011,357803
44,07351104;1011,357803
45,07507304;1011,357269
46,07727604;1011,355743
47,07911804;1011,355743
48,08091104;1011,347427
49,08276804;1011,343536
50,08466804;1011,343536
51,08672704;1011,345291
52,08843804;1011,345291
53,09087404;1011,34407
54,09283804;1011,343536
55,09511804;1011,342697
56,09687404;1011,342468
57,09868404;1011,342697
58,10073504;1011,344452
59,10251904;1011,347275
60,10505904;1011,347275
61,10751204;1011,343384
62,10851904;1011,33667
63,11037904;1011,327744
64,11241504;1011,317062
65,11480504;1011,316528
66,11621904;1011,316528
67,11835704;1011,323395
68,12026404;1011,333389
69,12215604;1011,349411
70,12410704;1011,357956
71,12589204;1011,366425
72,12758404;1011,369247
73,12937404;1011,369247
74,13110704;1011,371841
75,13317504;1011,371841
76,13539504;1011,363373
77,13662404;1011,363373
78,13903804;1011,364594
79,14102504;1011,364594
80,14327804;1011,365204
81,14504304;1011,365204
82,14718104;1011,365204
83,14997804;1011,358871
84,15121804;1011,355057
85,15326804;1011,353455
86,15489504;1011,34346
87,15697904;1011,339951
88,15848204;1011,322021
89,16032504;1011,312027
90,16235204;1011,305542
91,16414304;1011,30394
