Time (s);Latitude (°);Longitude (°);Height (m);Velocity (m/s);Direction (°);Horizontal Accuracy (m);Vertical Accuracy (°)
56,01545346;52,32043678;4,952465888;2,493202864;4,820392776;245,8490451;4,814825796;4,814825796
57,0154233;52,32040888;4,952403339;2,379691789;4,823403107;244,9422939;4,820772144;4,820772144
58,01539469;52,3203826;4,95234236;2,303995544;4,619006632;241,6831579;4,829766537;4,829766537
59,0153681;52,32035968;4,95227886;2,497477059;4,697619464;244,7639081;4,827277489;4,827277489
60,01534271;52,32033447;4,952216122;2,383812767;4,553146474;246,0174744;4,833265449;4,833265449
61,01532161;52,32030853;4,952158214;2,126095347;4,299330077;241,2006889;4,838807936;4,838807936
62,01529598;52,32028384;4,952094314;2,290404587;4,624687074;240,198464;4,847442153;4,847442153
63,01527417;52,32025758;4,952025999;1,678099834;4,781470634;242,5808879;4,860922032;4,860922032
64,01525426;52,32024845;4,951963796;1,707997466;4,597571532;246,4503799;4,867394555;4,867394555
65,01523447;52,32022832;4,951910983;1,792509481;4,551101302;238,5819062;4,857731107;4,857731107
66,01521659;52,32021113;4,951839377;1,515691468;4,676454161;245,9125489;4,860954675;4,860954675
67,01519847;52,32019458;4,951768857;1,382979819;4,736989661;247,3149729;4,868631023;4,868631023
68,01518166;52,32017559;4,95169958;1,147383361;5,052931657;243,8525753;4,864100343;4,864100343
69,01516676;52,32015578;4,951627313;0,698042508;4,961332859;243,7037094;4,881043882;4,881043882
70,0151515;52,32015268;4,951560809;1,534498684;4,459242495;254,0826472;4,882601106;4,882601106
71,0151372;52,32016057;4,951483393;2,16388485;4,497015786;268,9460611;4,878158026;4,878158026
72,01512313;52,32013038;4,951403915;2,30047699;4,786151884;248,1781156;4,881090591;4,881090591
73,01511097;52,32010549;4,951350818;2,367790444;4,48973631;249,6010639;4,889231167;4,889231167
74,01509762;52,32006737;4,951294458;2,270978947;4,782674305;237,6837211;4,893347058;4,893347058
75,01508653;52,32004101;4,95123098;2,155969317;4,557911381;246,199513;4,888952106;4,888952106
76,01507521;52,32001664;4,95115199;1,968413277;4,881520427;252,657586;4,889108797;4,889108797
77,01506412;52,31998903;4,951091673;1,726827562;4,72085429;248,3702741;4,897234142;4,897234142
78,01505411;52,31997235;4,951031426;2,03002255;4,485094697;252,1495275;4,893227212;4,893227212
79,01504409;52,31994619;4,95097159;2,216232154;4,610893369;247,3572281;4,887857536;4,887857536
80,01503444;52,31991894;4,950914894;2,186803075;4,445669041;244,5283659;4,888965175;4,888965175
81,01502478;52,31988317;4,950853955;1,662847702;4,846841655;238,6947755;4,883280148;4,883280148
82,01501632;52,31986305;4,950792426;2,156891902;4,564569696;248,4359232;4,885687197;4,885687197
83,01500773;52,31983973;4,950739271;2,012123756;4,502014723;246,4636356;4,885403298;4,885403298
84,01500034;52,31981908;4,950679913;1,598467597;4,383389627;249,608949;4,885201115;4,885201115
85,014992;52,31979645;4,950611253;1,960545665;4,82620013;248,1841668;4,887295905;4,887295905
