Time (s),X (hPa)
1654618610231871488,1011.056137
1654618611233843200,1011.077271
1654618612235783424,1011.098709
1654618613237400320,1011.114502
1654618614239372288,1011.114502
1654618615241102336,1011.101761
1654618616242808320,1011.069717
1654618617244415232,1011.014175
1654618618246390016,1010.979996
1654618619248199168,1010.944061
1654618620250197248,1010.941238
1654618621251987200,1010.918732
1654618622253736192,1010.913696
1654618623255559168,1010.878067
1654618624257443072,1010.851974
1654618625259316224,1010.842361
1654618626261085184,1010.83252
1654618627262746368,1010.787735
1654618628264559360,1010.787735
1654618629266264320,1010.822525
1654618630267919360,1010.822525
1654618631269687296,1010.800705
1654618632271540224,1010.800705
1654618633273377536,1010.805435
1654618634274965248,1010.805435
1654618635276753152,1010.783234
1654618636278465280,1010.783234
1654618637280059392,1010.814972
1654618638281730048,1010.82283
1654618639283533056,1010.846405
1654618640285235456,1010.846405
1654618641287214336,1010.835495
1654618642288948224,1010.827484
1654618643290955264,1010.813065
1654618644292646144,1010.779495
1654618645294624256,1010.738602
1654618646296816384,1010.738602
1654618647297774336,1010.782394
1654618648299424512,1010.7827
1654618649301346304,1010.797501
1654618650303187968,1010.812225
1654618651304707328,1010.818405
1654618652306403328,1010.818405
1654618653308693504,1010.804596
1654618654310007040,1010.804596
1654618655311522304,1010.822601
1654618656313451264,1010.845718
1654618657315174144,1010.867996
1654618658316914432,1010.886154
1654618659318518528,1010.900955
1654618660320308224,1010.952072
1654618661322355200,1010.952072
1654618662325040384,1010.920792
1654618663326080256,1010.906143
1654618664327740160,1010.891724
1654618665329782272,1010.870819
1654618666331602176,1010.831604
1654618667333531392,1010.811539
1654618668335153408,1010.785294
1654618669336732160,1010.753479
1654618670338716160,1010.753479
1654618671340241152,1010.75592
1654618672342645504,1010.75592
1654618673344369408,1010.7444
1654618674345415168,1010.7444
1654618675347114240,1010.814362
1654618676348890368,1010.912933
1654618677350845440,1010.999908
1654618678352082176,1011.028061
1654618679354250240,1011.028061
1654618680355912192,1011.004639
1654618681357578240,1010.952225
1654618682359265024,1010.871887
1654618683361069312,1010.836792
1654618684362782208,1010.836792
1654618685364566272,1010.843735
1654618686366280192,1010.859146
1654618687367992320,1010.866394
1654618688369899264,1010.869522
1654618689371641088,1010.869598
1654618690373606144,1010.869598
1654618691375198208,1010.864639
1654618692376956160,1010.854568
1654618693379058176,1010.808868
1654618694380372224,1010.757141
1654618695382236160,1010.724792
1654618696384006144,1010.716629
1654618697385584128,1010.69458
1654618698387524352,1010.689316
1654618699389362176,1010.621872
1654618700391054336,1010.559006
1654618701392840192,1010.528183
1654618702394253312,1010.509033
1654618703395867136,1010.503235
1654618704397606400,1010.503235
1654618705399309312,1010.511322
1654618706401064192,1010.522766
1654618707402878208,1010.541153
1654618708404847360,1010.561371
1654618709406602496,1010.561371
1654618710408332288,1010.557938
1654618711410027264,1010.557938
1654618712411906304,1010.558548
1654618713413408256,1010.737
1654618714414957312,1010.829773
1654618715416808448,1010.829773
1654618716418681344,1010.813141
1654618717420674048,1010.784836
1654618718422352384,1010.672455
1654618719424236288,1010.618286
1654618720425862400,1010.618286
1654618721427505152,1010.705032
1654618722429510144,1010.71701
1654618723431584256,1010.738831
1654618724433473280,1010.754166
1654618725435219200,1010.768738
1654618726436905472,1010.785141
1654618727438534144,1010.786591
1654618728440382208,1010.818329
1654618729441971200,1010.835495
1654618730443760128,1010.840988
1654618731445625344,1010.856857
1654618732447758080,1010.905838
1654618733449649408,1010.979614
1654618734451318272,1011.049118
1654618735453357312,1011.060715
1654618736455347200,1011.099319
1654618737457956352,1011.102905
1654618738458801152,1011.102905
1654618739460983296,1011.086655
1654618740462791168,1011.079559
1654618741464947200,1011.025009
1654618742466594304,1011.003036
1654618743469438208,1010.968475
1654618744470687488,1010.956955
1654618745472558336,1010.956955
1654618746474434048,1010.964737
1654618747476090112,1010.980225
1654618748477908480,1010.980225
1654618749479841280,1010.961838
1654618750481618432,1010.940247
1654618751483494400,1010.917053
1654618752485140224,1010.883102
1654618753486836224,1010.870819
1654618754488502272,1010.870819
1654618755490928384,1010.882721
1654618756491932160,1010.932693
1654618757493950208,1010.969772
1654618758495347200,1010.977554
1654618759497350144,1010.979843
1654618760499129344,1010.981979
1654618761500670208,1010.981979
1654618762502917376,1010.971375
1654618763504144128,1010.968018
1654618764506296064,1010.968018
1654618765507565312,1011.0112
1654618766509504256,1011.036072
1654618767511353344,1011.071091
1654618768513105408,1011.085281
1654618769514776320,1011.085281
1654618770516553472,1011.067505
1654618771518355456,1011.060333
1654618772520124160,1011.021347
